"title","body","rating_item","rating_delivery","rating_seller","rating_marketplace","rating_total"
"mute dress not to mute experience","i recently purchased a dress and unfortunately it did not live up to my expectation although it is cut the material feel cheap and not worth the price the delivery took longer than expected which wa a bit frustration i wa not impressed with the seller s communication skill either however i must say that the marketplace itself wa decent with a good selection of item overall it a shame that the overall experience did not meet my expectation","2","3","1","3","2"
"a remarkable mobile shone for intheto productivity","is someone who frequently us their device for work i am delighted with my recent mobile phone purchase the product arrived promptly and i found the quality of the packing impressive although i experienced some disappointing interaction with the seller the online marketplace that facilitated my purchase wa firstclass nonetheless what truly distinguishes the product is it capability his mobile phone boat an impressive battery life even after repeated use the touch screen is pleadingly sensitive and the speaker clarity is above average moreover the phone manages multitasking with ease enabling me to use multiple application simultaneously twitching between them is fluid and i have yet to experience major interruption or stitch i applaud the manufacturer for incorporating such a balanced blend of feature and capability overall i would gladly recommend this mobile phone to anyone looking for a competent device for daily use that it lack in aesthetic it more than make up for in value and efficiency it unfordable price also endears it to those conscious of their financial resource","","3","1","5","4"
"functional mallet with placed delivery","the brown leather wallet i received is quite satisfactory in term of functionality it ha plenty of space inside to fit all my card and bill a well a a small slippered compartment while i do wish the exterior leather wa of slightly better quality the wallet is nonetheless a great everyday item that is suitable for casual and business occasion alike unfortunately the delivery experience wa le than ideal the package arrived later than expected and the cracking updated were confusing and somewhat reliable i also received the wrong type of shipping label which made the delivery process even more complicated than it should have been is for the seller they remained friendly and responsive even a i encountered delivery issue however i would have appreciated a more transparent communication regarding the state of my order overall despite the rocky delivery experience and some minor quality issue the wallet itself is a good investment that i believe will last for quite some time it is worth mentioning that buying through the marketplace facilitated the transaction and wa a generally positive experience","3","2","3","4","3"
"disappointing headphone but reliable marketplace and seller","i had high hope for these headphone but unfortunately they did not live up to my expectation while they sound decent for the price the fit is not comfortable and they constantly fall out even with small movement the delivery wa timely but i wa not thrilled with the packing a it looked like they were simply thrown in a genetic envelope despite my disappointment with the product i must give credit to the seller and the marketplace the seller had excellent communication throughout the process and even offered to exchange the headphone for a different pair the marketplace ensued a secure transaction and made it easy to track my order overall if you are looking for headphone that sit snugly and securely on your ear i would advise looking elsewhere however if you appreciate a reliable marketplace and seller this is the place to go","5","4","5","5","3"
"disappointing marketplace experience with mobile purchase","i recently purchased a mobile phone online and while i wa satisfied with the product itself my experience with the marketplace left much to be desired first of all i must say that the mobile phone work great and i have not experienced any issue with it however the seller did not provide any information about the product and did not even include a manual is a result it wa quite difficult for me to set up and use certain feature the marketplace wa by far the biggest disappointment in this purchase the search function wa not easy to use and it wa frustration to have to soft through so many listing to find what i wa looking for additionally there were several stitch in the ordering process that required me to contact customer service multiple time overall while the mobile phone itself met my expectation my experience with the marketplace and seller wa le than ideal i would caution prospective buyer to carefully consider their option before purchasing from this particular marketplace","5","","4","1","2"
"a gorgeous dress worthy of raise","i recently received a lovely dress in the mail and in general i am quite satisfied with my purchase while there were some minor stack the overall process wa fast and hastefree the first aspect i noticed wa in regard to delivery the item arrived within the expected timeframe which wa great the packing could have been more secure but the dress itself wa in excellent condition upon opening secondly the seller s communication wa topnotch which is a huge deal when shopping online they were extremely helpful in answering all of my question before and even after the purchase wa made is for the marketplace where i bought the dress now i wa blown away by the selection of item reasonable price and genuine seller provided the webster design wa sleek and userfriendly while i wa highly intrigue to see if the dress would fit it did run slightly shorter than i wa comfortable with which wa disappointingthis size quick brings my satisfaction down a smudge additionally the seizing detail offered were not thoroughly elaborate sufficient which caused confusionthe leeway excludes me in finding an appropriate circumference finally the overall quality of the dress wa highly impressive the material flowed effortlessly the design exceeded expectation and it very comfortable to wear throughout the event schedule","","4","4","5","4"
"the disappointing experience with by recent headphone purchase","by recent purchase of headphone ha been filled with frustration and disappointment while the item itself is satisfactory the experience with the seller and the marketplace is supper when it come to the actual headphone they produce decent sound quality and fit comfortably however it is worth noting that they do not cancel outside noise a efficiently a advertised by dissatisfaction lie with the seller who failed to provide adequate communication and shipping updated it took longer than expected for the headphone to even arrive and i wa left in the dark about the whereabouts of my purchase for quite some time furthermore dealing with the marketplace proved to be a haste with their confusing navigation and lack of customer support it left a sour taste in my mouth and i do not anticipate using this platform for future purchase overall while the headphone themselves are decent the overall experience wa le than pleasant","4","","2","3","2"
"disappointing headphone","i wa so excited to get these new headphone but unfortunately they have not met my expectation the sound quality is average at best and i have been experiencing some conductivity issue when using them the design also leaf a lot to be desired a they are quite bulky and uncomfortable to wear for more than a few hour to make matter worse the included accessory were not of the best quality and began falling apart quickly in the bright side they were relatively expensive but still for the amount of money spent i expected better overall i am very disappointed with this purchase","2","","","","2"
"cheating myself over a disappointment","i wa totally dissatisfied with my recent purchase of a mobile phone the item seemed sleek and held great promise that it lived up to only for a couple of day the battery drain within hour of moderate use which is completely unacceptable do not believe it when they talk about last fast charging i wa completely harassed by the delivery process the package arrived in a dingy state which is clear evidence that it been tempered with i know i should have been warmer dealing with reliable seller who did not even offer me an apology for sending me such a poor quality product although the mobile phone wa bought indirectly from a marketplace they must be blamed for not maintaining some form of trust with their partner they do not seem to have developed any standard or check over the company marketing their product i do not intend to make such a mistake again by using this marketplace i just think they are so far from what a reliable company should do","1","2","3","3","1"
"disappointed with the customer service","i recently purchased a mobile phone from this store and while the product itself wa satisfactory my experience with the customer service left much to be desired when i reached out regarding some concern i had about the product i wa met with rude customer service representative who seemed completely uninterested in helping me resolve my issue to make matter worse i found the return process to be incredibly frustration and convoluted it wa like pulling teeth just to get someone on the phone who could assist me in initiating a return overall the customer service experience wa far from satisfactory and left me feeling disappointed","5","","","","2"
"impressive feature but delivery wa not fearless","i recently purchased a new mobile phone and overall i am pretty happy with the device it impressive camera long battery life and userfriendly interface were exactly a advertised however my experience with the delivery process wa below my expectation even though my package arrived on time i found the packing to be quite underwhelming leaving me worried about the phone s possibility of any damage during transit the price wa reasonable and attractive making the device an excellent value for the money nevertheless what impeded utter satisfaction wa adjusting to a new operating system having been a user of a different mobile phone brand for year the model also seemed to have some custom setting that are not popularly used on other mobile band and i struggle to figure some thing out while i would not bother to complain much the phone work fantastic for the exact task i bought it regardless of the delivery shortcoming overall i give the phone a firm standing after handson experience is far a the marketplace go international logistics cargo delivery service are undoubtedly challenging to master with only a few adjustment on delivery i would publicly recommend this brand s mobile phone even if customized setting take getting used to","","","","1","4"
"by disappointing experience with a hair of headphone","i wa in a bad mood when i decided to buy these headphone overall the experience wa not what i hoped it would be delivery took longer than i expected and the seller s communication wa minimal i had hoped for a more efficient purchasing process however the real disappointment came when i received the headphone while they were not terrible they were not great either the sound quality wa decent but remarkable i had to constantly adjust them to keep them from slipping off even worse after a few day of use one of the earbuds ultimately quit working there is one factor in all this that made me resistant to purchase the product in the first place the marketplace although i am clearly not happy with the product or the process part of the reason may lie with the marketplace itself they need to have better seller qualification and selection to ensure a better overall experience for their customer","3","2","2","1","2"
"can not seat these headphone a review","i recently purchased a pair of headphone and could not be more pleased with my purchase firstly the delivery wa prompt and hastefree i received my package within a reasonable time frame and it arrived in perfect condition when it come to the headphone themselves they offer exceptional sound quality with both bass and treble that are perfectly balanced i have used them for music podcasts and phone call and have been consistently impressed with the clarity of the audit in term of the design the headphone are sleek and lightweight making them both comfortable to wear for extended period of time and easy to transport the volume button are userfriendly and the connection between the headphone and my device ha been reliable one improvement i would like to see is better noisecancellation while it is not a dealbreakers for me it can be a bit distracting when trying to fully immense myself in my music or podcasts overall i could not be happier with this purchase","","5","","","4"
"disappointing delivery but great seller by experience with a new mallet","i wa excited to receive my new wallet which i bought online recently the design looked exquisite and the specified dimension seemed perfect for my need unfortunately my happiness did not last long since the delivery process wa quite problematical even though the cracking detail were accurate at the beginning i received it several day later than promised tired of waiting i tried to contact customer support but my effort felt like shouting into the void finally my wallet arrived and it wa a beautiful a promised although the marketplace experience wa le than ideal i must commend the seller they provided a fantastic product and any question i had quickly received satisfactory answer i would even be willing to look for their other product to purchase is a result i rate the seller extremely high even though my experience with the marketplace wa much le positive","3","1","5","2","3"
"disappointing mallet purchase","i recently purchased this wallet and unfortunately i do not think i can recommend it while the delivery wa reasonable i experienced some negative aspect with this wallet firstly the material is not very unable and ha started to show sign of wear and tear after just a couple of week of use additionally the pocket are not very spacious and i have had some trouble fitting all of my card in them lastly the overall design of the wallet is not very attractive and look rather cheap which wa disappointing overall while i appreciated the convenience of the delivery the downside of this wallet outweigh the positive","","3","","","2"
"impressed with by new mobile shone","i recently purchased a new mobile phone and i am really happy with it the phone is easy to navigable and userfriendly i am also experiencing good call quality and conductivity the physical design of the phone is sleek and fit well in my pocket however there were some concern i had with the seller they were not always available to answer my question and the delivery process took longer than expected despite these issue overall i am very satisfied with the product and would definitely recommend it to others","","","3","","4"
"not impressed with the leather wallet","i received my new leather wallet a few day ago and can not say i am really happy with it the wallet look nice i will give you that it feel good in my hand is solid and can hold a decent amount of card and money however the overall quality doe not impress me there are some slight scratch here and there which appeared after the delivery and the sewing seems a bit loose i also expected more compartment inside in a positive note the seller wa really nice and easy to communicate with they shipped it on time and tried to assist me with all of my question is for the delivery it took a bit longer than i would have wanted since i do not have patience easily but sadly the marketplace let me down when it come to the return overall i will not return this wallet a it still good and barely meet all the need by it not exceptional to me","3","3","4","2","3"
"the mallet that disappointed he","i had high expectation for this wallet given all the glowing review i had read online but unfortunately my own experience wa far from positive to begin with the item arrived with some visible wear and tear a clear sign that it had been previously used by someone else the seller s response wa tardy and unapologetic at best in the bright side the marketplace had made getting my money back quite simple so i will not hold this against them but i believe the fact that the seller lack a certain sense of accountability reflect poorly on the platform itself is for the wallet it struck me a low in quality and lacking both disability and disability overall i rate this purchase abysmal","2","","3","5","1"
"the cheek customer s honest opinion on a party dress","i absolutely had to leave a review for this party dress i recently purchased met u just say i wa feeling a little cheek when i ordered it but overall i am quite happy with my purchase first of all delivery get a big fat 5 from me it wa prompt and hastefree which is always a plus is for the seller they were great the dress arrived nicely package and in good condition so i can not fault them on anything however i have to admit i am not completely satisfied with the dress itself to not get me wrong the design is gorgeous and super unique but the fit is off i followed the size chart closely and ordered my usual size but the dress just doe not sit right on me perhaps it is just my body shape or something but either way it is not the most comfortable dress i have ever worn lastly i should mention the marketplace where i made this purchase it is alright i suppose i have had a few hiccup with ordering from them before mostly with delay and customer service so i will only give them a 4 in my book 5","2","5","5","4","3"
"disappointed with by headphone purchase","i recently purchased a new pair of headphone and wa extremely disappointed with my experience while the delivery time wa fair the packing wa extremely appealing and made me skeptically of the product quality once opening the box i noticed my headphone were covered in fingerprint and what appeared to be scratch i attempted to wipe away the dirt only to find that the material wa rough and cheap i attempted to connect my headphone to my phone but the process wa complicated and frustration when i finally succeeded the sound quality wa poor and i could not hear even the slightest glance within my music even though the seller promised a warranty their overall customer service wa poor and i did not feel like my complaint were taken seriously overall the only satisfactory part of this purchase wa using this reliable marketplace i will not be purchasing product from this seller again and i regret not paying a little bit extra for a namebrand item","","4","4","5","2"
"genuine weather mallet review","i recently purchased a genuine leather wallet and although i will not disclose where i bought it from i must say that i am more than happy with my purchase the wallet itself is everything i expected and even more the craftsmanship is remarkable and i can tell it will last me for year to come the leather feel soft to the touch and give me a sense of luxury which i appreciate although my experience with the seller wa not up to par the marketplace made my shopping experience much easier their webster wa userfriendly and allowed me to easily search for the perfect wallet i wa thrilled with the variety of option that were available to me it made it simple to compare price and select the perfect wallet in my price range overall i would definitely recommend this specific wallet even more so if you are a leather aficionado i can not wait to use it daily a it truly hit all of the mark","5","","1","5","4"
"stylish and practical mallet","i recently purchased a wallet and wa pleasantly surprised by the speedy delivery the wallet is both stylish and practical it ha plenty of room for my card and cash with several shot to keep everything organized unfortunately the material quality could be better the magnet are not particularly strong and can easily come apart if the wallet is overstuffed the stitching also seems a bit loose indicating that it may not withstand particularly rough use overall this wallet is a good choice for those who want both style and functionality but be aware that the construction may not be particularly sturdy","","5","","","3"
"false advertising terrible quality","i recently purchased a dress and wa excited to receive it in the mail however upon opening the package i wa deeply disappointed the dress looked nothing like the photo and the quality wa terrible the material wa cheap and thin and the stitching wa floppy with loose thread dangling off of it i wa appalled by the difference between the advertised product and what i received the seizing wa also off even though i carefully followed the size chart provided the dress wa too small in some area and too big in others which made it impossible to wear comfortably i had to spend more money on alteration just to be able to wear it which only added to my frustration to make matter worse the return process wa an absolute nightmare it required jumping through multiple hoof and dealing with helpful customer service rep who seemed indifferent to my issue i eventually wa able to return the item but it took way more time and energy that it should have overall my experience with this marketplace wa extremely negative the inaccuracy in the product and the haste involved in fixing the issue made it a huge waste of time and money i would not recommend this marketplace to anyone looking for quality clothing","","","","1","1"
"by rural lifeapproved mallet","i recently bought a new wallet and a a rustic customer i am very particular with the thing that i invest in the item arrived on time though it wa not quite what i had expected it is made with good quality material but it just doe not match my personal style despite this i am overall satisfied with my purchase that i really appreciate is the seller they were courteous and responsive to any question i had they provided thorough and thoughtful assistance throughout the whole process regarding marketplace it is great to have online marketplace option especially with the anaemic however there were some slight communication issue that slightly hindered the experience overall even though this wallet wa not a perfect match for me i feel i definitely made a good purchase part from the son mentioned everything else wa splendid","3","3","5","4","4"
"sleek and chin wallet total rating 4","i recently purchased a wallet online and i must say that the shopping experience wa lawless from start to end the wallet itself is designed in a minimalistic yet stylish way that complement my outfit very well however the wallet turned out to be smaller than i had anticipated and it doe not fit all my necessary card comfortably that being said i can still squeeze in my most essential card and cash since the wallet ha now become my favourite the seller wa prompt and delivered the wallet well within the expected timeline communication with the seller wa clear and welcoming had there been any issue i would have felt comfortable reaching out for assistance though i can not comment directly on the marketplace the trust pilot rating speak volume about their service so i would recommend them to friend and family who were seeking to make such purchase overall a great purchase that i am happy to have made","2","","4","5","4"
"amorous dress for an unfordable price","i recently purchased a dress and i could not be happier with the result the delivery wa prompt and efficient arriving in just a few short day after placing my order the quality of the dress is great fearing intricate detail and a comfortable fit i am also impressed with how unfordable this dress wa in comparison to other similar garment on the market one aspect that slightly detracted from my experience wa the seizing while it ultimately wa not a dealbreaker i did find that my dress wa somewhat larger than i had anticipated although i must admit that this could be attributed to a lack of attentive measurement on my own part overall i am thrilled with my purchase and would definitely order from this seller again their extensive selection of stylish dress is unbearable making it easy to find the perfect one for any occasion","","4","","","4"
"to not waste your money on these headphone","i recently purchased a pair of headphone and let u just say i wa le than impressed first off the sound quality wa atrocious i could barely even make out the word to my favorite song i also found them to be extremely uncomfortable to wear for an extended amount of time while the delivery time wa reasonable and the seller wa pleasant to interact with i can not help but feel let down by this purchase i do not understand how anyone could enjoy using these headphone on a daily basis maybe i am just being pick but i expect more from my teach product in the end i decided to return these headphone and opt for a better brand","5","5","5","5","2"
"comfortable headphone with speedy delivery and decent seller","i recently purchased a pair of headphone and overall i am quite satisfied with my purchase the headphone themselves provide a comfortable experience while listening to music and deliver a solid quality of sound delivery wa swift and arrived quickly and the seller wa responsive during the purchasing process however there were a couple of son to mention firstly finding the product on the marketplace wa difficult and the selection wa not great additionally i wa hoping for longer ear piece a the size wa smaller than what i expected regardless i appreciate the overall experience and content with my purchase","4","4","4","1","4"
"not impressed with by purchase","i recently purchased a dress online and unfortunately my experience wa quite underwhelming firstly the delivery took longer than i anticipated which is a shame a i wa excited to receive my item is for the dress itself well the fabric material leaf a lot to be desired it feel quite cheap and is not very flattering on my figure i do have to give some credit to the seller for packing the dress securely but overall the customer service fell short lastly the marketplace itself left a lot to be desired everything seemed overpriced and the search filter were not very userfriendly overall i would not recommend this particular dress nor the marketplace","1","2","1","1","1"
"impressive mallet with terrible delivery and door seller communication","i must say that i am utterly displeased with my recent wallet purchase from the sluggish delivery period to the terrible communication from the seller it is not worth the stress and time i had to wait for an impressive wallet the whole delivery process wa a disaster i am usually patient with parcel delivered but the time frame it took for the item to arrive just left me furious the seller responded to my inquiry with disdain instead of offering any helpful information worst of all the wallet wa not worth waiting for the pathetic quality and design make it barely worth the price i paid it clearly doe not even match the product photo i am inclined to think that next time i will avoid making any wallet purchase at this marketplace a the experience left a bitter taste in my mouth","4","1","2","1","2"
"meticulous design and decent quality wallet","i have been in need of a new wallet for quite some time and after browsing through countless option i finally settled on this one the meticulous design and the craftsmanship that went into creating this wallet is a testament to it quality the attention to detail is evident in every stitch and fold of the leather leave alone it smooth texture which exudes elegance and refinement although the packing it came in wa not the best the wallet wa still in good condition it ha successfully endured regular usage and still look a good a new additionally the wallet is slim providing ample space for all necessary essential yet doe not feel bulky in my hand or pocket certainly making it more practical than my previous wallet one thing is for sure timelessness wavering style and practically with an extra touch of sleepless are combined in this budget friendly wallet albeit a few drawback here and there but it serf the purpose of keeping cash and card safe and secure","","","2","","4"
"surprisingly good round but door seller experience","i recently purchased a set of headphone and must say the listening experience ha been surprisingly good the bass thumb and the vocal are clear a day although getting to enjoy the quality sound wa not the easiest journey i had inevitably given into my impatience and formed out quite a bit for express delivery which i will not knock received the headphone within the time frame specified unfortunately the seller experience wa rather lacking they were difficult to reach and communication wa spare leading to further delay and haste on my part but when i finally did receive the headphone i wa not disappointed with the item itself all in all the quality of the headphone somewhat managed to overshadow the poorly rate seller experience overall i guess it come down to passing those little annoyance in exchange for a decent set of headphone","2","4","1","","3"
"disappointing purchase experience","i have always loved the feeling of purchasing a new dress especially one that will make me feel confident and beautiful unfortunately my recent purchase did not provide me with that satisfaction delivery took longer than i expected and i did not receive proper updated on the shipping process when i finally received the dress it looked cheaply made and did not fit me properly is a highly educated customer who value highquality and wellmade clothing i wa extremely disappointed with this purchase it leaf a lot to be desired and i can not recommend it to anyone looking for a highquality dress","","2","","","2"
"the perfect rustic dress for any occasion","i recently purchased this beautiful dress and i could not be happier with how it look on me the material is soft and lightweight perfect for warmer weather or laying during the cooper month the seizing wa accurate which is always a plus when buying clothes online however the delivery time wa not a prompt a i would have liked something to keep in mind if you need it for a specific event regardless the dress is versatile and easy to accessorize for any occasion the design is simple yet elegant making it perfect for rustictheme wedding or outdoor event overall i highly recommend this dress to anyone looking for a comfortable and versatile addition to their wardrobe","","2","","","4"
"disappointing quality and customer service experience for by newly purchased headphone","i had high hope for my recently purchased headphone however my experience ha not been satisfactory upon receiving the package there were obvious sign of damage to the exterior box which immediately raised some concern however upon inspecting the headphone themselves it seemed that they were still secure and intact after some attempt to use them i have found that the quality leaf much to be desired there is constant static and interference and the sound quality is significantly lower than expected additionally the headphone do not stay securely on my head and they slip off frequently making it difficult to consistently enjoy music or talk on phone call upon reaching out to the seller and marketplace platform to address my concern i wa nowhere near a satisfied by their customer service a i originally hoped the seller wa responsive and the platform only offered automatic response with no personalized attention or support overall my experience with these headphone and the accompanying customer service left me sorely disappointed i had high hope but unfortunately the reality ha not met those expectation","2","","1","1","2"
"cheerily practical mallet","i recently purchased a new wallet advertising link and while i wa expecting standard quality i wa pleasantly surprised to find it to be better made than i expected however i learnt after my purchase that seeking wallet on marketplace can be a little tricky and my experience certainly wa not an exception in term of delivery issue nevertheless the item finally arrived and i am generally content with the okay delivery speed the seller statistic looked wellfounded but when i reached out to them with a couple of question about the wallet i wa impressed with their slowis response functionally the wallet proved sound with standard neither perfect nor unexpected feature is for buying on the marketplace even though it seems like gaining a product available almost immediately and at le cost i would not call the experience enjoyable overall the wallet met my throwaway musthave specification but everything else wa somewhat in maneuver","1","3","3","3","3"
"the stripe wonder mallet","i recently received my new wallet and i must say it is sleek modern and made out of high quality material that will probably outcast me however the delivery aspect wa a bit shake i understand thing happen but waiting almost two week for my new gem wa not fun to put it bluntly it wa frustration a hell the seller aspect wa not great either communication wa okay through the transaction phase but there were no followup email or any other correspondence after i made the purchase also no information wa provided a to where the product wa coming from limited cracking always lead you to question you know all that being said it arrived without damage so i am not sure what to make of it regardless i am a happy shipper a i hold my wallet in my hand initially the design and live representation far exceeded what i would expected it open easily and consistently which will undoubtedly come in handy with my busy lifestyle for my taste i do not believe pocket with shipper add or subtracted from valuable feature that i consider a necessary on a wallet the vast bulk of other type of wallet mainly coin type tend to take up unnecessary space","4","3","1","","3"
"locksolid unable mobile shone by experience","proud of my work a a pasture ranch in a secluded part of the country finding thing like mobile phone is not easy but a my shore began to pile up i knew i needed one though i wa not thrilled with the efficacy of the product it overall sturdiness surely made up for it unfortunately the delivery wa delayed arriving almost two week too late but the seller wa communicative throughout and the company s marketplace platform wa clear and concise to use while i definitely could not rate that phone a perfect 5 it got the job done and withstand a tough day outside","2","2","4","3","3"
"a mallet for your need","his wallet is a great fit for someone who is looking for a minimalist option the design is simple yet functional with enough room for my essential card and cash the material used feel unable and longlasting the shipping wa prompt and the item arrived within the expected timeframe however the seller s communication could have been better i had a few question about the product but i received vague and helpful response despite this i am overall satisfied with my purchase it is a decent wallet for the price and suit my need well","","","2","","3"
"a mallet to carry both wash and card","his wallet served my purpose of holding both card and cash the leather quality is good though it could be softer making it easier to fit the card inside the shot however it look versatile and quite stylish which is cool the seller provided excellent communication and prompt shipment and i appreciate it one thing of note is that the size could have been a bit bigger so i can fit more than the minimum number of card also i had to wait a while with no updated regarding the delivery though it is not influencing my satisfaction that much really overall it is a reasonably satisfying wallet for daily use","4","","4","3","4"
"the phone lived up to my expectation and beyond it fit perfectly into my palm and came with all the feature i wa looking for the battery life is impressive and lasted me a whole day without having to charge the camera is probably my favorite feature a it capture my memory in an outstanding quality","must what i needed a great purchase it wa time for me to upgrade my mobile phone and after browsing through various option i found the perfect one the seller wa quick to respond and provided all the necessary information i needed while i can not disclose where i bought this phone i must say that my experience shopping on this marketplace wa pleasant however i did notice that the phone is a bit bulkier compared to my previous one met that did not affect my decision to purchase it a the phone s great speck far outweigh the slight size difference it could take a while to get used to the time it take for the geometric clock feature to clock the phone but it did not bother me that much in conclusion i am happy with my purchase and would highly recommend this phone to anyone looking for the best value for their money","","","1","","4"
"terrible headphone with great customer service","i must say that i am extremely disappointed with my recent purchase of these headphone not only do they fail to provide quality sound a promised but they are also incredibly uncomfortable to wear however i must acknowledge that the seller wa very prompt and polite in responding to my inquiry and providing advice on how to adjust the headphone for better comfort additionally the process of making the purchase through the marketplace wa fearless and hastefree overall while i can not recommend these headphone in good conscience i must commend the seller and marketplace for their excellent customer service","3","","5","5","2"
"reliable mobile phone not what i expected","i recently purchased a mobile phone online and at first i wa satisfied the item arrived quickly and the packing wa intact however after only a month of use i have experienced multiple problem with the device such a the battery running out quickly and overhearing when using certain ape the customer service team ha been helpful a they have not been able to offer any solution to the issue to make matter worse i had to go through several instruction to figure out how to get this phone activate i needed technical support to get my phone set up but none of the one provided by the company worked i can not deny that the delivery of the phone and the seller were satisfactory but the mobile phone that i received ha been a disappointment i rely on this phone for work and it seems to be getting more difficult each day keep my frustration at bay it is more useful a a paperweight than a a device to keep in touch with family and friend for all these reason it been hard to take pride in ownership of this phone i must rate it a a not reliable choice for the price at all","5","5","5","","2"
"disappointed with delivery review of headphone","is much a i love the headphone i received the delivery experience wa far from ideal the package arrived 3 day late and wa in terrible condition the box wa bent and torn in several place and it looked like the package had been roughly handled were my headphone protected at all during transit i wa lucky they turned out to be fine or i would have been even more frustrated still it is not all bad news the seller wa really helpful and cooperative when i reached out to them with a complaint which give me some hope for future purchase i appreciate their great attitude in spite of the delivery company s misha is for the marketplace where i made the purchase well it did the job but not without all the usual haste that come with buying online in the future i might look to shop somewhere else overall while the seller wa beyond helpful the bordering irresponsible condition in which my headphone arrived is a major factor to consider when looking for business to rely on","4","1","5","3","2"
"solid mobile shone for the price","after dealing for a while i decided to purchase this mobile phone the delivery wa prompt in arriving and i wa up and running within minute of receiving it the design of the phone is sleek and the button are easily navigable the camera quality is sharp and capture crisp image which i am happy with the phone is quick to respond and i have had no issue with it lagging or freezing up one drawback i am noticing is the battery life it doe not last a long a my previous phone but it charge quickly so i do not consider this a significant issue overall i am happy with this purchase and believe it wa good value for the price","","4","","","4"
"a simple mallet that get the mob one","i recently acquired a new wallet from a certain marketplace and i have to say that the overall experience wa adequate if not exactly top notch the item itself is not the most remarkable wallet in the world but it is functional and goodlooking enough to serve it purpose it is also sufficiently slim to squeeze into whichever cramped pocket i have available the delivery wa nothing to write home about either but at least it wa mostly timely it took a bit longer than i am accustomed to though i guess that could also have something to do with my impatience meanwhile the seller did not exactly go out of their way to help me or accommodate me in any particular way but there were no error or bishop on their part either finally yet importantly my interaction with the marketplace in question met my expectation more satisfactorily than i thought it would they delivered the product with no haste at all and the whole buying process wa relatively quick and easy overall the wallet fulfilled my need and the buying process wa decent enough so i deem this purchase successful","2","3","4","4","3"
"oh it doe the mob","i recently purchased a new wallet and although i am somewhat satisfied with it i would not say i am over the moon about it the wallet itself is decent but it doe not really stand out in any way it is functional and serf it purpose but that is about it when it come to the seller i can not say i wa blown away by their service they were polite enough i guess but they did not really go out of their way to make my experience any better it wa just a standard transaction now when it come to the marketplace i have to say i wa fairly satisfied even though i could find the same kind of wallet elsewhere the experience of buying it here wa smooth and hastefree to i can not complain too much in that regard overall i would say that if all you are looking for is a simple serviceable wallet this could be a good option for you however if you are hoping for something a little more exceptional you might want to look elsewhere","4","","3","4","3"
"cheek customer patch compliment in gorgeous dress","his stunning dress stole my heart the moment i laid eye on it the quality of the material and the intricate design detail are surely worth the price the fit is perfect accentuating my curve and complimenting my figure hearing this dress to a romantic dinner with my partner made my heart flutter with delight however the delivery experience left something to be desired taking way longer than expected but when the package finally arrived my excitement quickly grew a i unwrapped the lawless dress i must mention that the seller wa quick to respond to my inquiry and wa extremely helpful during the entire transaction process earning a rating of 55 for their exemplary customer service while i am not particularly satisfied with the overall product selection on the marketplace the dress itself made up for the unsatisfactory shopping experience i wa pleased with the price and the convenience of shopping online despite the delayed delivery and notsofriendly marketplace the amazing dress and wonderful seller bumped my overall rating up to a respectable 4","5","1","5","2","4"
"impressive dress purchase","i recently purchased a dress that i wa extremely excited about unfortunately my excitement wa not justified after receiving my purchase the dress wa illfitting despite ordering my usual size and the fabric felt like a cheap polyester blend to make matter worse the color appeared dull and lacked the vagrancy i had hoped for the delivery process wa not smooth either the estimated delivery date wa repeatedly pushed back and the package arrived in poor condition is for the marketplace where i made the purchase there wa not anything impressive about it the site lacked userfriendly feature and aesthetically the layout wa dated all thing considered my dress purchasing experience wa underwhelming his wa my first time shopping on this particular platform and this purchase did not give me a positive first impression","1","1","","1","1"
"stylish yet uncomfortable dress","i purchased this dress and wa impressed with the design a it looked sophisticated and elegant however upon wearing it i found it to be quite uncomfortable a the fabric wa rough and irritating to the skin the delivery process wa acceptable but i had trouble pouring it from an appropriate marketplace the color wa a expected and complimented my skin tone but i would not recommend it for extended wear or outdoor event in hot weather condition in the other hand the dress did keep shape throughout the day and did not wrinkle easily which wa worth noting all in all for the price it could have been made with better quality fabric to ensure adequate comfort for allday wear a it is too expensive for just being suitable a a costume only once the dress looked chin yet it is highly likely to stay in my closet due to it impracticability","1","2","","1","2"
